duration_sec
788
1113
965
560
489
497
596
1341
1105
1083
353
1256
743
1330
500
1235
854
857
564
858
914
691
917
573
519
442
366
626
627
828
951
480
1443
797
463
655
506
427
456
1262
1504
82
171
286
1018
218
214
180
202
247
208
173
200
269
204
197
192
205
187
228
247
203
264
233
158
188
583
233
625
220
191
222
160
250
251
202
173
220
296
179
415
246
256
218
243
314
339
411
484
547
226
414
373
407
852
333
481
271
451
353
355
290
420
237
343
357
259
246
291
260
283
325
389
480
304
329
327
253
308
313
253
280
283
463
312
394
245
360
336
325
275
319
400
325
320
292
357
285
280
375
426
213
239
320
274
202
352
323
289
321
341
291
322
309
309
277
347
310
418
206
450
342
325
267
349
493
321
312
192
336
938
1115
997
948
1274
419
576
524
469
616
1010
553
435
455
585
641
469
732
619
615
511
1457
434
1023
210
437
215
300
288
412
587
1120
732
609
642
1508
911
1193
843
634
176
296
79
186
102
600
700
643
696
670
577
979
715
667
1304
1193
798
134
129
599
576
765
722
615
1083
510
419
591
457
409
394
711
384
1405
390
565
333
465
740
1134
142
92
146
149
129
204
182
303
129
190
159
96
426
524
241
402
384
265
321
616
665
802
485
369
417
671
755
640
426
360
314
476
474
971
411
1020
762
988
1293
784
625
699
697
503
430
748
618
693
456
562
992
510
525
819
523
911
523
439
596
497
672
331
431
249
627
435
341
339
397
198
1136
582
505
607
980
876
938
1017
146
126
146
124
515
1162
1009
1043
1035
813
905
961
963
808
1015
852
883
1017
916
472
635
747
526
716
1215
232
211
196
161
263
400
336
917
567
1284
782
589
487
580
527
188
248
743
491
193
521
413
708
501
457
196
227
284
312
299
387
415
422
800
907
983
305
409
269
362
321
273
260
275
885
1291
1015
915
929
993
407
418
597
524
155
287
281
249
177
330
250
302
253
164
188
282
233
225
225
246
209
197
258
472
1357
581
957
449
251
211
496
245
325
429
965
855
571
531
498
536
1100
580
716
576
712
690
866
542
1217
907
941
1101
660
642
603
721
647
926
1291
587
704
822
526
1089
707
800
676
696
613
570
472
504
553
591
525
661
333
210
254
258
199
160
212
233
261
223
268
197
254
329
583
565
596
612
911
461
388
449
673
398
439
542
614
482
691
597
412
491
649
434
432
503
501
350
688
401
404
553
415
587
414
434
532
522
321
397
402
555
425
1168
841
433
354
414
299
281
374
371
363
292
428
936
355
429
400
464
701
427
633
1003
1094
863
895
865
1285
1125
835
1423
1019
826
422
535
407
515
398
512
357
544
684
458
348
389
366
326
300
325
1280
876
558
1092
434
1292
833
567
748
385
406
1107
566
1111
153
134
238
184
148
180
225
63
606
599
498
348
328
354
388
294
289
356
635
320
457
374
495
691
404
333
446
438
446
603
395
512
514
481
735
547
1358
1350
966
808
812
683
708
850
767
722
425
406
416
492
385
472
380
410
515
367
605
474
598
1279
958
1086
809
826
746
630
930
1188
1316
999
607
806
653
406
926
1124
879
550
448
355
366
973
838
964
979
903
1032
957
967
979
852
1133
963
629
378
564
400
412
403
328
362
354
650
484
1369
206
585
458
513
448
478
524
495
527
384
518
647
175
338
540
418
712
749
850
778
626
434
459
373
300
344
331
385
328
908
328
647
373
399
345
426
461
393
354
361
533
509
688
731
582
264
153
164
704
835
989
953
925
715
819
1022
811
1004
796
731
807
731
925
967
825
671
764
704
997
531
185
146
160
406
464
343
427
184
121
256
815
231
652
752
594
1010
540
716
762
730
850
403
516
562
607
586
639
597
402
550
457
480
466
703
524
586
786
508
504
476
797
146
150
135
212
756
802
684
688
680
760
735
731
829
662
660
661
755
575
620
868
657
690
512
602
547
664
708
600
629
682
621
593
532
583
609
518
585
637
935
852
552
530
712
754
787
651
606
725
223
711
1394
1288
239
245
315
301
421
428
540
614
550
673
628
645
628
1130
1005
1196
1235
1087
1104
1512
1258
1229
1467
1264
1359
1302
528
839
458
611
461
468
513
552
503
475
582
633
652
468
491
543
608
566
468
481
489
430
390
398
410
589
325
328
509
488
368
396
678
593
648
368
824
464
533
861
648
905
575
463
552
579
806
189
281
304
711
306
216
253
347
223
224
234
188
226
234
220
303
232
228
213
260
261
263
225
300
130
243
186
222
223
249
336
819
453
473
594
467
258
689
440
230
287
710
681
848
1263
760
1059
851
827
403
686
414
515
467
417
757
527
685
489
559
465
675
465
783
472
557
479
1156
702
980
1134
1391
590
704
676
628
575
1021
312
295
376
250
876
457
351
330
456
224
284
287
319
359
633
289
265
877
285
406
198
417
258
375
611
397
1137
799
729
1471
500
717
506
1005
680
695
788
411
337
639
993
276
334
663
919
647
509
697
318
331
333
426
379
383
409
487
419
455
402
385
399
392
556
291
775
468
954
579
552
352
1216
183
285
419
749
451
489
523
673
1451
554
577
460
593
587
515
445
641
1188
1465
73
666
506
565
749
422
441
474
428
259
121
500
1123
811
250
673
865
882
503
285
1288
189
284
500
317
669
664
1170
315
434
1473
199
359
825
317
350
411
703
401
1170
563
532
539
347
563
434
1183
806
928
1262
1039
1157
217
1357
826
440
399
430
418
701
783
1350
1510
1309
475
567
1166
1031
963
568
673
985
835
732
300
1060
542
596
683
761
914
147
834
165
149
1195
222
157
255
177
176
158
224
148
140
179
236
330
181
245
167
258
192
237
150
229
244
166
184
285
193
550
192
249
292
240
276
182
141
221
233
137
266
382
129
295
218
161
187
235
214
172
260
258
205
127
178
255
209
225
187
568
265
518
287
295
719
289
1263
1172
1258
986
134
113
440
414
334
1253
169
1254
510
636
524
394
697
976
272
322
361
304
380
282
1269
568
417
470
1461
344
657
413
482
721
784
666
537
604
678
605
522
608
621
554
882
1226
921
872
944
1169
870
796
924
1176
898
616
639
1055
887
1222
652
681
688
974
532
367
448
1048
658
486
393
350
396
964
1158
768
721
246
229
255
276
242
594
329
738
629
450
1144
879
1415
860
1146
1302
894
905
1232
1218
546
649
413
459
307
177
204
146
126
191
466
286
1167
1011
1362
1435
571
473
722
1099
596
355
270
342
240
432
952
691
1383
275
392
508
1329
662
570
323
374
392
354
663
354
437
399
431
425
761
982
486
1004
1039
1157
1155
867
1063
604
711
762
454
415
537
361
308
328
272
449
417
275
268
795
193
197
167
239
208
126
189
568
250
176
438
801
742
700
1078
1037
448
534
294
360
537
429
391
1177
894
603
924
688
801
788
636
618
1287
764
823
716
596
1447
595
1038
839
594
567
1282
874
322
482
375
335
219
350
367
337
204
948
900
959
919
922
905
942
915
893
916
1025
649
806
883
861
852
586
414
1370
507
221
357
473
338
391
666
427
836
814
918
1179
903
811
560
1085
509
130
498
545
387
356
337
448
476
392
494
521
613
1317
1364
563
704
235
1127
722
347
329
357
346
355
934
746
239
477
184
206
227
146
487
385
432
838
362
390
356
334
275
365
299
369
391
361
316
321
339
111
123
170
232
158
123
166
149
1031
418
512
513
475
381
399
322
302
498
285
394
351
579
658
797
936
1088
967
1081
218
270
208
205
250
270
314
1121
992
970
436
500
234
246
176
277
273
477
239
208
250
172
302
312
179
382
371
241
347
336
265
266
276
213
188
380
273
228
976
352
291
492
266
372
222
279
304
525
242
325
311
198
1064
226
305
197
223
319
243
189
284
197
249
184
251
276
208
172
236
526
331
335
469
450
416
372
311
341
279
312
317
1110
546
663
608
670
1004
587
717
686
589
624
900
695
690
613
700
704
279
290
838
856
367
174
206
229
262
